iter	Passed	Remaining
1705	4790	825
1706	4793	822
1707	4796	819
1708	4799	817
1709	4801	814
1710	4804	811
1711	4808	808
1712	4811	806
1713	4814	803
1714	4818	800
1715	4821	797
1716	4824	795
1717	4827	792
1718	4830	789
1719	4833	786
1720	4835	783
1721	4839	781
1722	4842	778
1723	4845	775
1724	4848	772
1725	4851	770
1726	4854	767
1727	4857	764
1728	4860	761
1729	4863	758
1730	4866	756
1731	4869	753
1732	4872	750
1733	4875	747
1734	4878	745
1735	4881	742
1736	4883	739
1737	4886	736
1738	4889	733
1739	4892	731
1740	4894	728
1741	4898	725
1742	4900	722
1743	4903	719
1744	4906	716
1745	4909	714
1746	4912	711
1747	4915	708
1748	4917	705
1749	4920	702
1750	4923	700
1751	4926	697
1752	4929	694
1753	4932	691
1754	4935	688
1755	4938	686
1756	4941	683
1757	4943	680
1758	4946	677
1759	4949	674
1760	4952	672
1761	4955	669
1762	4958	666
1763	4960	663
1764	4963	660
1765	4966	658
1766	4969	655
1767	4973	652
1768	4975	649
1769	4978	646
1770	4981	644
1771	4984	641
1772	4987	638
1773	4990	635
1774	4992	632
1775	4995	630
1776	4998	627
1777	5001	624
1778	5004	621
1779	5007	618
1780	5010	616
1781	5012	613
1782	5015	610
1783	5018	607
1784	5021	604
1785	5024	601
1786	5026	599
1787	5029	596
1788	5033	593
1789	5035	590
1790	5038	587
1791	5041	585
1792	5044	582
1793	5046	579
1794	5049	576
1795	5052	573
1796	5055	571
1797	5057	568
1798	5060	565
1799	5063	562
1800	5066	559
1801	5069	557
1802	5072	554
1803	5074	551
1804	5077	548
1805	5080	545
1806	5082	542
1807	5085	540
1808	5088	537
1809	5091	534
1810	5094	531
1811	5097	528
1812	5099	526
1813	5102	523
1814	5105	520
1815	5108	517
1816	5110	514
1817	5113	511
1818	5115	509
1819	5118	506
1820	5121	503
1821	5124	500
1822	5126	497
1823	5129	494
1824	5132	492
1825	5135	489
1826	5137	486
1827	5140	483
1828	5142	480
1829	5145	477
1830	5148	475
1831	5150	472
1832	5153	469
1833	5155	466
1834	5158	463
1835	5161	461
1836	5163	458
1837	5166	455
1838	5169	452
1839	5172	449
1840	5174	446
1841	5177	444
1842	5180	441
1843	5183	438
1844	5186	435
1845	5189	432
1846	5191	430
1847	5194	427
1848	5196	424
1849	5199	421
1850	5202	418
1851	5204	415
1852	5207	413
1853	5210	410
1854	5212	407
1855	5215	404
1856	5218	401
1857	5220	398
1858	5223	396
1859	5226	393
1860	5228	390
1861	5231	387
1862	5233	384
1863	5236	382
1864	5239	379
1865	5241	376
1866	5244	373
1867	5246	370
1868	5249	367
1869	5252	365
1870	5254	362
1871	5257	359
1872	5260	356
1873	5263	353
1874	5265	351
1875	5268	348
1876	5272	345
1877	5274	342
1878	5277	339
1879	5280	337
1880	5283	334
1881	5286	331
1882	5288	328
1883	5291	325
1884	5294	322
1885	5296	320
1886	5299	317
1887	5302	314
1888	5304	311
1889	5307	308
1890	5309	306
1891	5312	303
1892	5315	300
1893	5318	297
1894	5320	294
1895	5323	291
1896	5325	289
1897	5328	286
1898	5331	283
1899	5334	280
1900	5336	277
1901	5339	275
1902	5342	272
1903	5345	269
1904	5347	266
1905	5350	263
1906	5352	261
1907	5355	258
1908	5358	255
1909	5361	252
1910	5363	249
1911	5366	246
1912	5368	244
1913	5372	241
1914	5374	238
1915	5377	235
1916	5380	232
1917	5382	230
1918	5385	227
1919	5388	224
1920	5390	221
1921	5393	218
1922	5396	216
1923	5398	213
1924	5401	210
1925	5404	207
1926	5407	204
1927	5409	202
1928	5412	199
1929	5415	196
1930	5418	193
1931	5420	190
1932	5423	187
1933	5425	185
1934	5428	182
1935	5431	179
1936	5434	176
1937	5437	173
1938	5439	171
1939	5442	168
1940	5445	165
1941	5448	162
1942	5450	159
1943	5453	157
1944	5456	154
1945	5459	151
1946	5461	148
1947	5464	145
1948	5467	143
1949	5469	140
1950	5472	137
1951	5475	134
1952	5478	131
1953	5480	129
1954	5483	126
1955	5486	123
1956	5490	120
1957	5492	117
1958	5495	115
1959	5498	112
1960	5501	109
1961	5504	106
1962	5507	103
1963	5509	100
1964	5512	98
1965	5515	95
1966	5518	92
1967	5521	89
1968	5523	86
1969	5526	84
1970	5529	81
1971	5531	78
1972	5535	75
1973	5538	72
1974	5541	70
1975	5544	67
1976	5547	64
1977	5549	61
1978	5552	58
1979	5554	56
1980	5557	53
1981	5560	50
1982	5563	47
1983	5565	44
1984	5568	42
1985	5570	39
1986	5573	36
1987	5575	33
1988	5578	30
1989	5581	28
1990	5584	25
1991	5586	22
1992	5589	19
1993	5592	16
1994	5595	14
1995	5597	11
1996	5600	8
1997	5603	5
1998	5606	2
1999	5609	0
