iter	Logloss
1504	0.01171258714
1505	0.01168424182
1506	0.01167169783
1507	0.01166483985
1508	0.0116512892
1509	0.01164433267
1510	0.01162973722
1511	0.01160911772
1512	0.0115969446
1513	0.01159341918
1514	0.01159337044
1515	0.01158689181
1516	0.01157114983
1517	0.01156276385
1518	0.01155931897
1519	0.01155158891
1520	0.01154211044
1521	0.01152737829
1522	0.01151376936
1523	0.01150568432
1524	0.01148472892
1525	0.01146905369
1526	0.01146062851
1527	0.01145277765
1528	0.01143164423
1529	0.01140380647
1530	0.01139806324
1531	0.01139297485
1532	0.01138141844
1533	0.01136725744
1534	0.0113649718
1535	0.01136501842
1536	0.01136230575
1537	0.0113520315
1538	0.01135199229
1539	0.01135201242
1540	0.01134899457
1541	0.01134116915
1542	0.01133149465
1543	0.01133152326
1544	0.01133135266
1545	0.01131426917
1546	0.01131121318
1547	0.01130558862
1548	0.01129750994
1549	0.01129340066
1550	0.01126959059
1551	0.01126120991
1552	0.01124771754
1553	0.01123629888
1554	0.01123626285
1555	0.01123620775
1556	0.01123619715
1557	0.01122905837
1558	0.01122426987
1559	0.01122079637
1560	0.01122031954
1561	0.01122031212
1562	0.01122030788
1563	0.01122027715
1564	0.01122005145
1565	0.01121971342
1566	0.01121969435
1567	0.0112128067
1568	0.01120897717
1569	0.01120608118
1570	0.01119273504
1571	0.01117012024
1572	0.0111701266
1573	0.011169654
1574	0.01116624196
1575	0.01116368294
1576	0.01116091198
1577	0.01114751816
1578	0.01112877952
1579	0.01111328761
1580	0.01109893905
1581	0.01109124078
1582	0.01108452373
1583	0.01106943978
1584	0.01106019126
1585	0.01104293293
1586	0.0110223092
1587	0.01101501571
1588	0.01100753996
1589	0.01100752831
1590	0.01100751241
1591	0.01099733988
1592	0.01099736214
1593	0.01099738015
1594	0.01098660469
1595	0.01097482681
1596	0.01097008069
1597	0.01095904244
1598	0.01095161014
1599	0.01094863786
1600	0.01093749576
1601	0.01093467924
1602	0.01092216068
1603	0.01090135998
1604	0.01088992755
1605	0.01087991609
1606	0.01087985145
1607	0.01087755521
1608	0.01087052557
1609	0.01085807588
1610	0.01084552553
1611	0.01083725611
1612	0.01082861794
1613	0.01082251655
1614	0.01081628905
1615	0.01079721981
1616	0.01078620063
1617	0.01078614341
1618	0.01077694151
1619	0.01076442189
1620	0.01074391047
1621	0.0107255427
1622	0.01072552787
1623	0.01071243922
1624	0.01069246292
1625	0.01068704287
1626	0.01067288081
1627	0.0106611824
1628	0.01065686332
1629	0.01064684868
1630	0.01063067224
1631	0.01062045097
1632	0.01061691496
1633	0.01061021911
1634	0.0105933857
1635	0.01059156418
1636	0.01059160656
1637	0.01059146351
1638	0.0105842442
1639	0.01056927151
1640	0.01055725945
1641	0.0105502224
1642	0.01054433399
1643	0.01053437127
1644	0.01052001423
1645	0.01051323997
1646	0.01050508287
1647	0.01049963315
1648	0.01049515088
1649	0.01048815621
1650	0.01047496796
1651	0.01044895066
1652	0.010436608
1653	0.01043070475
1654	0.01042251269
1655	0.01040745417
1656	0.01039679209
1657	0.01038808399
1658	0.01037986967
1659	0.01037470288
1660	0.01035720295
1661	0.01034198443
1662	0.01033564038
1663	0.01032991621
1664	0.01032701704
1665	0.01032238007
1666	0.01032238854
1667	0.01032018661
1668	0.01031604767
1669	0.01031590144
1670	0.01031526248
1671	0.01031166077
1672	0.01031089041
1673	0.01028679954
1674	0.01027276569
1675	0.01025916841
1676	0.01025914828
1677	0.01025915464
1678	0.01025917053
1679	0.01025913768
1680	0.01025642713
1681	0.010254648
1682	0.0102546374
1683	0.01025250011
1684	0.01024438222
1685	0.01023696476
1686	0.01022852262
1687	0.01020957735
1688	0.01019163026
1689	0.01017649757
1690	0.01017651876
1691	0.01017645624
1692	0.0101763259
1693	0.01017614894
1694	0.01017616802
1695	0.01017615
1696	0.01017317666
1697	0.01017140494
1698	0.01017071194
1699	0.01017033047
1700	0.0101663314
1701	0.01015240987
1702	0.01014481862
1703	0.01014135573
1704	0.01013512717
1705	0.01012332069
1706	0.01012119929
1707	0.010111262
1708	0.01011124823
1709	0.0101112228
1710	0.0101112228
1711	0.01010322995
1712	0.01009554651
1713	0.01008966764
1714	0.01008132087
1715	0.01007983526
1716	0.01007984797
1717	0.01007912106
1718	0.01007837296
1719	0.01007834329
1720	0.01007833587
1721	0.01007831468
1722	0.01007353253
1723	0.01006099807
1724	0.01004903793
1725	0.01004165226
1726	0.0100312731
1727	0.01002940708
1728	0.01002342436
1729	0.01001554065
1730	0.0099992964
1731	0.009994169871
1732	0.009980308745
1733	0.009965640174
1734	0.009959981706
1735	0.00995827145
1736	0.009953026242
1737	0.0099484645
1738	0.009933227963
1739	0.009924649133
1740	0.009912378523
1741	0.009902049171
1742	0.009893956714
1743	0.009891097811
1744	0.009882262548
1745	0.00987086402
1746	0.009858786265
1747	0.009835917155
1748	0.009824897978
1749	0.009822136561
1750	0.009816746182
1751	0.00980978118
1752	0.009807665083
1753	0.009802326626
1754	0.009802266227
1755	0.009794332716
1756	0.009775012334
1757	0.0097575442
1758	0.009750936296
1759	0.009727600945
1760	0.009722744624
1761	0.009713344574
1762	0.009708902571
1763	0.009695747164
1764	0.009690016641
1765	0.0096795347
1766	0.009667458004
1767	0.009652343326
1768	0.009646176232
1769	0.009640656577
1770	0.009629021751
1771	0.009612593121
1772	0.009600344764
1773	0.009598720339
1774	0.009597561094
1775	0.009582748413
1776	0.009575898912
1777	0.009557770623
1778	0.009550586277
1779	0.009543149736
1780	0.009527408812
1781	0.009519545237
1782	0.009508406321
1783	0.009503222571
1784	0.009487889608
1785	0.009475012885
1786	0.009468968709
1787	0.009464772542
1788	0.009444885254
1789	0.009427350362
1790	0.009420928955
1791	0.009418430328
1792	0.00941034317
1793	0.009392748939
1794	0.009384199778
1795	0.009364941915
1796	0.00935828103
1797	0.009358272552
1798	0.009353122711
1799	0.009342338774
1800	0.009336681366
1801	0.009332244661
1802	0.009323158264
1803	0.009317249722
1804	0.009314761692
1805	0.009314654668
1806	0.009314698113
1807	0.009304360284
1808	0.009297127194
1809	0.009286075168
1810	0.009283008575
1811	0.009277536604
1812	0.009258830812
1813	0.00924937778
1814	0.009229519102
1815	0.009218006134
1816	0.009215251075
1817	0.009201156828
1818	0.009190866682
1819	0.009181599087
1820	0.00917397711
1821	0.009167732663
1822	0.009162489573
1823	0.009146224128
1824	0.009135751724
1825	0.009123402701
1826	0.009114189148
1827	0.009114195506
1828	0.009108481937
1829	0.009105630451
1830	0.009105612437
1831	0.009103660583
1832	0.009103665882
1833	0.009090955522
1834	0.009079321755
1835	0.009059200287
1836	0.009056769477
1837	0.009052978092
1838	0.009049506717
1839	0.009037432141
1840	0.009034130308
1841	0.009027457767
1842	0.009014223946
1843	0.009008176592
1844	0.009004597134
1845	0.009001337687
1846	0.008990478516
1847	0.008983294169
1848	0.008983323839
1849	0.008979528215
1850	0.008974579705
1851	0.008963374032
1852	0.00895737542
1853	0.00895737648
1854	0.008951367272
1855	0.008947467804
1856	0.008942806456
1857	0.00893658532
1858	0.008926057816
1859	0.008922496372
1860	0.008918289608
1861	0.008903863695
1862	0.008889028761
1863	0.008874437014
1864	0.008871441417
1865	0.008868773778
1866	0.008868708081
1867	0.008868673113
1868	0.008864204619
1869	0.008859605789
1870	0.008859614266
1871	0.008848591381
1872	0.00883474138
1873	0.008832000097
1874	0.008820887672
1875	0.008820864889
1876	0.008814720048
1877	0.008810162544
1878	0.008805857235
1879	0.008800165388
1880	0.00879008717
1881	0.008785732587
1882	0.008776622878
1883	0.008763292101
1884	0.00874912103
1885	0.008743200302
1886	0.008743123478
1887	0.008737090958
1888	0.008728750017
1889	0.00872024801
1890	0.008716145092
1891	0.008713213603
1892	0.008705954552
1893	0.008699924681
1894	0.008694054286
1895	0.008694108327
1896	0.008681453599
1897	0.008677177429
1898	0.008672087987
1899	0.008664728271
1900	0.008660287327
1901	0.008655313386
1902	0.00865199248
1903	0.008643645181
1904	0.008640415404
1905	0.00863776207
1906	0.008631690343
1907	0.008625661532
1908	0.008612763087
1909	0.008593191571
1910	0.008584668901
1911	0.008578150007
1912	0.008566718631
1913	0.00854865392
1914	0.008535963694
1915	0.00853161282
1916	0.008525722292
1917	0.008520521588
1918	0.008508792453
1919	0.008503640493
1920	0.008496483697
1921	0.008484752443
1922	0.008472749922
1923	0.008458038436
1924	0.008447488149
1925	0.008439352247
1926	0.008429143694
1927	0.008416586982
1928	0.008407217662
1929	0.008398563597
1930	0.008398029539
1931	0.008390918308
1932	0.008380737305
1933	0.00837102996
1934	0.008364163505
1935	0.008354012171
1936	0.008345051342
1937	0.008332060178
1938	0.008327624533
1939	0.008315630489
1940	0.008303224246
1941	0.00829750273
1942	0.008297503789
1943	0.008293328815
1944	0.008284171952
1945	0.008265796238
1946	0.008259293238
1947	0.008252449565
1948	0.008250889778
1949	0.008240537643
1950	0.008237961663
1951	0.008235571649
1952	0.008224827449
1953	0.008216285706
1954	0.008213459651
1955	0.008196815385
1956	0.008191214667
1957	0.00819120672
1958	0.008188873927
1959	0.008188823064
1960	0.008185577393
1961	0.008185599645
1962	0.008184192975
1963	0.008182667096
1964	0.008172421455
1965	0.008168301053
1966	0.008168274562
1967	0.008168276681
1968	0.008158963521
1969	0.008155642086
1970	0.008149470753
1971	0.008149414592
1972	0.008137177891
1973	0.008131044706
1974	0.008120190303
1975	0.008116369247
1976	0.008106759389
1977	0.008106744554
1978	0.008106711706
1979	0.00810672654
1980	0.008106693162
1981	0.008099210527
1982	0.008095798492
1983	0.00809551239
1984	0.008095489608
1985	0.008095465766
1986	0.008095460468
1987	0.00809545358
1988	0.008092959722
1989	0.008091255824
1990	0.008090135786
1991	0.008087326686
1992	0.00807562881
1993	0.008072817591
1994	0.008072793219
1995	0.008072784212
1996	0.008071872923
1997	0.008069027265
1998	0.008069019318
1999	0.008064028422
