iter	Logloss
246	0.1660564507
247	0.165191413
248	0.1651636081
249	0.1643601651
250	0.1643336995
251	0.1636563449
252	0.1635341729
253	0.1627461751
254	0.1619494629
255	0.1609058295
256	0.1601104397
257	0.1590929498
258	0.1584043715
259	0.1583677334
260	0.1577626207
261	0.1573505317
262	0.1564234585
263	0.1556280178
264	0.1551639811
265	0.1543986003
266	0.1536235216
267	0.1531780667
268	0.1525752258
269	0.1520599704
270	0.1515337287
271	0.1510846625
272	0.1503226725
273	0.1491699219
274	0.1485197618
275	0.1479542202
276	0.1472798157
277	0.1469763692
278	0.1465318468
279	0.145852695
280	0.1451021661
281	0.1445798577
282	0.1441405911
283	0.1440784878
284	0.1435018412
285	0.1429482354
286	0.1424134657
287	0.1415749105
288	0.1415453508
289	0.1411701626
290	0.140654246
291	0.1398927816
292	0.1398064846
293	0.1397797818
294	0.1391528236
295	0.138709632
296	0.1381701914
297	0.1381252713
298	0.1380330319
299	0.1375472853
300	0.137099567
301	0.136236123
302	0.1353454081
303	0.1349047089
304	0.1345729234
305	0.1337626987
306	0.1337351396
307	0.1332883369
308	0.1325736915
309	0.131558058
310	0.1310199398
311	0.1306219143
312	0.1301700168
313	0.1297221714
314	0.1290549554
315	0.1286438751
316	0.1280760278
317	0.1277027808
318	0.1273816596
319	0.1265265062
320	0.1260354614
321	0.1256784058
322	0.1255838776
323	0.1250765313
324	0.1244459703
325	0.1239001041
326	0.1232195536
327	0.1229134115
328	0.1223996226
329	0.1217411974
330	0.1212767877
331	0.1208895789
332	0.1200083923
333	0.1195518578
334	0.1192515734
335	0.1190371365
336	0.1184202237
337	0.1179760912
338	0.1175191498
339	0.1172830709
340	0.116740977
341	0.1163372294
342	0.1158492872
343	0.1156285265
344	0.1149128808
345	0.1143981679
346	0.1135581546
347	0.1131158617
348	0.1125826179
349	0.1121901025
350	0.1119830068
351	0.1113831838
352	0.1111145189
353	0.1107143656
354	0.1103067017
355	0.11001258
356	0.1096671295
357	0.1091031562
358	0.1090647549
359	0.1084314304
360	0.1081793552
361	0.1080915578
362	0.1077843391
363	0.1073928494
364	0.1070556302
365	0.1070093282
366	0.1065735711
367	0.1059429932
368	0.1053713057
369	0.1050879839
370	0.1047282579
371	0.1043437703
372	0.1039838494
373	0.1037551202
374	0.1033558146
375	0.1030291748
376	0.102662913
377	0.1022110833
378	0.1018718635
379	0.1013646444
380	0.1010590447
381	0.1007387458
382	0.100400628
383	0.1001119656
384	0.0997557746
385	0.09928785536
386	0.09903755188
387	0.09870805528
388	0.09860610962
389	0.09818296644
390	0.09779573229
391	0.09761001587
392	0.0974961853
393	0.09725895352
394	0.09700110541
395	0.09647362603
396	0.09640621609
397	0.09622889201
398	0.09603086683
399	0.09563603719
400	0.09521189372
401	0.09503089905
402	0.09478407118
403	0.0943994734
404	0.09400815328
405	0.09367845323
406	0.09308927748
407	0.09271002028
408	0.09266003927
409	0.09250296699
410	0.09206141154
411	0.09167246501
412	0.09109647963
413	0.09056193034
414	0.09050079346
415	0.09012043423
416	0.08987046984
417	0.08922177633
418	0.08897417704
419	0.08894015842
420	0.08885815091
421	0.08850357056
422	0.08819040087
423	0.08782962375
424	0.08756952074
425	0.08731178284
426	0.08703792996
427	0.08668458727
428	0.08633699205
429	0.08613535563
430	0.08593334622
431	0.08568067763
432	0.08551810371
433	0.08518477546
434	0.08493511624
435	0.08477800157
436	0.08450402154
437	0.0842049747
438	0.08394817776
439	0.08339561462
440	0.08306237963
441	0.08293949551
442	0.08247490777
443	0.08227232191
444	0.08208937751
445	0.08184196472
446	0.08161457486
447	0.08127462599
448	0.08095659044
449	0.08067589654
450	0.0804406484
451	0.08018451267
452	0.08003629896
453	0.07982557509
454	0.07954913669
455	0.0793260532
456	0.07903817071
457	0.07862098694
458	0.07829731411
459	0.07785252889
460	0.07768975152
461	0.07734658135
462	0.07690195719
463	0.07676175435
464	0.07645979987
465	0.07623429192
466	0.075985633
467	0.07591701084
468	0.07551432292
469	0.07529646132
470	0.07508443197
471	0.07503495958
472	0.07495012919
473	0.07491832309
474	0.07464081658
475	0.07437056647
476	0.07411765205
477	0.07409486559
478	0.07372285631
479	0.07350168864
480	0.07344587538
481	0.07307769775
482	0.07303170098
483	0.07287294176
484	0.07260745578
485	0.07216929966
486	0.07184587267
487	0.07162850274
488	0.07138846503
489	0.07120334201
490	0.07088737064
491	0.07065045675
492	0.07059018453
493	0.07035938687
494	0.07010764228
495	0.06993326823
496	0.06968095567
497	0.06946382311
498	0.06896391127
499	0.0687898763
500	0.0685021464
501	0.06825611115
502	0.06815308465
503	0.06797974057
504	0.06775386386
505	0.06760609945
506	0.06760207282
507	0.06739235348
508	0.06735643175
509	0.06709423913
510	0.06698793623
511	0.06675129784
512	0.06654237111
513	0.06635437436
514	0.06628660414
515	0.06598871019
516	0.06582153744
517	0.06564359029
518	0.06553677029
519	0.06527639177
520	0.06503271315
521	0.06471157074
522	0.06445606656
523	0.06424572415
524	0.0640648312
525	0.06385217455
526	0.06364346822
527	0.06333819071
528	0.0630599806
529	0.06304048326
530	0.06285739475
531	0.06265314738
532	0.062508422
533	0.06250431909
534	0.06229246351
535	0.06207365248
536	0.06186579386
537	0.06166005452
538	0.06140263451
539	0.0612628301
540	0.06104944865
541	0.06089949714
542	0.06076702118
543	0.06061445024
544	0.06041876899
545	0.06011375003
546	0.06006443448
547	0.05981327057
548	0.05968946245
549	0.05940837436
550	0.05926830716
551	0.05914927165
552	0.05914642334
553	0.05899957445
554	0.05883928935
555	0.05866082933
556	0.05852861192
557	0.0582511478
558	0.05810454051
559	0.05784242418
560	0.0575761456
561	0.05753837162
562	0.05735819499
563	0.05726476881
564	0.05707352956
565	0.05683948941
566	0.05666863759
567	0.05649792989
568	0.05614974976
569	0.05602429284
570	0.05584397634
571	0.055627683
572	0.05553604126
573	0.05536945343
574	0.05520645989
575	0.05502023485
576	0.05485794067
577	0.05461752574
578	0.05461401198
579	0.05447613186
580	0.05429523044
581	0.05411599901
582	0.0538831838
583	0.05369058397
584	0.05368734572
585	0.05353796217
586	0.05343078189
587	0.05336595747
588	0.0530445226
589	0.05284457737
590	0.05274784936
591	0.05259028965
592	0.05232860141
593	0.05216637929
594	0.05193422529
595	0.05172016568
596	0.05148307376
597	0.05138251834
598	0.05126200358
599	0.05112449646
600	0.05087585449
601	0.05053270128
602	0.05041906145
603	0.05038013882
604	0.05014863756
605	0.05002243466
606	0.04995857239
607	0.04984169854
608	0.04982488844
609	0.04981592814
610	0.04979203118
611	0.04963535309
612	0.04943135579
613	0.04926300049
614	0.04912986755
615	0.04898100111
616	0.04897800022
617	0.04880552504
618	0.048779157
619	0.04862110986
620	0.04838859558
621	0.04824414571
622	0.04815071954
623	0.04797139486
624	0.04774483999
625	0.04771391127
626	0.04760458204
627	0.04748408
628	0.04740562439
629	0.04728661431
630	0.04728385925
631	0.04710731506
632	0.04691473219
633	0.04686236911
634	0.04670854357
635	0.04669572194
636	0.04650120629
637	0.04634105682
638	0.04633892483
639	0.04612180074
640	0.04607890659
641	0.04589992947
642	0.04576832665
643	0.04574006399
644	0.04562708113
645	0.04548297034
646	0.04540274726
647	0.04540022108
648	0.04537063599
649	0.04524436103
650	0.04511803521
651	0.0450299157
652	0.04489862654
653	0.04480971442
654	0.04479825762
655	0.04467364841
656	0.04445604112
657	0.04435351902
658	0.04425302717
659	0.04413202074
660	0.0439904107
661	0.04379991743
662	0.04367063734
663	0.04349340227
664	0.04336504194
665	0.04326844533
666	0.04310532464
667	0.04292828878
668	0.04280158573
669	0.04270854102
670	0.04256784227
671	0.04256365882
672	0.04253145006
673	0.04242532518
674	0.04242042542
675	0.04241098192
676	0.04233669281
677	0.04221207937
678	0.04217045254
679	0.04202857123
680	0.04194209205
681	0.04191246033
682	0.04182522668
683	0.0417955229
684	0.04175566355
685	0.04155968984
686	0.04147434658
687	0.04131998698
688	0.04130215963
689	0.0412759908
690	0.04126265208
691	0.04121597714
692	0.04119389852
693	0.04108065287
694	0.041026179
695	0.04100952572
696	0.04096750895
697	0.04092438592
698	0.04080900404
699	0.04073334164
700	0.04063739353
701	0.04054823134
702	0.04041139391
703	0.04037546794
704	0.0402544064
705	0.0401583057
706	0.04007889642
707	0.03995568169
708	0.0399062517
709	0.03981543647
710	0.03966936747
711	0.03955325656
712	0.03945609623
713	0.03938608381
714	0.03934705522
715	0.03930435181
716	0.03923670875
717	0.03914798313
718	0.0391286638
719	0.03912761264
720	0.03895358615
721	0.03876349555
722	0.03866562314
723	0.03855323368
724	0.03846168942
725	0.03830478244
726	0.03830099318
727	0.03821978251
728	0.03801949395
729	0.03791286469
730	0.03784142388
731	0.03774008433
732	0.03766346402
733	0.03756819831
734	0.03742780897
735	0.03733811273
736	0.0372686598
737	0.03717277103
738	0.03706646813
739	0.03697916667
740	0.03690414005
741	0.03677967072
742	0.03669534047
743	0.03665264977
744	0.03658113692
745	0.03648429871
746	0.03636283027
747	0.03627339257
748	0.03620005714
749	0.03612350464
750	0.03607711792
751	0.03593827566
752	0.03587000953
753	0.03580140008
754	0.03572951423
755	0.03563235389
756	0.03552529653
757	0.03542986552
758	0.03533812205
759	0.03523227268
760	0.03517332501
761	0.03510405223
762	0.03501794603
763	0.03489267561
764	0.03481438743
765	0.03477046119
766	0.03469953113
767	0.03462260776
768	0.03453457303
769	0.03440557692
770	0.03432026545
771	0.03422999064
772	0.0341632398
773	0.03407722897
774	0.03402126312
775	0.03397982703
776	0.0339058876
777	0.03381337696
778	0.03372283512
779	0.03362264845
780	0.03356807921
781	0.03353886074
782	0.03345210181
783	0.0333872562
784	0.0333739641
785	0.03326272329
786	0.0332112058
787	0.03309039222
788	0.03302366892
789	0.03294875675
790	0.03282202827
791	0.03271618525
792	0.03261956745
793	0.03254060533
794	0.03247492472
795	0.03238043679
796	0.0322866567
797	0.03219153086
798	0.03206048965
799	0.03197976642
800	0.03193507089
801	0.03188991123
802	0.03181894514
803	0.03178350449
804	0.03178236855
805	0.03169929504
806	0.03163545397
807	0.03156206343
808	0.03150341882
809	0.03143392775
810	0.03138248867
811	0.03137924194
812	0.03131327523
813	0.0311964035
814	0.03113610162
815	0.03107860141
816	0.03100947062
817	0.03088066525
818	0.03080629137
819	0.03073543549
820	0.03063742744
821	0.03057504442
822	0.03053791046
823	0.03044882245
824	0.03040334913
825	0.03033514871
826	0.03024735133
827	0.03018347846
828	0.03013726128
829	0.0300743654
830	0.03003728231
831	0.02994837231
832	0.02983407762
833	0.02977488624
834	0.02966246711
835	0.02959035238
836	0.0295463011
837	0.02945691003
838	0.0293796391
839	0.02931711833
840	0.02925048616
841	0.0291995536
842	0.02915708118
843	0.02909927792
844	0.02906012853
845	0.02898406135
846	0.02896301905
847	0.02891589483
848	0.02886853536
849	0.02879530377
850	0.02876035266
851	0.02869114346
852	0.02867597792
853	0.02861943351
854	0.02858035194
855	0.02852176666
856	0.02847180261
857	0.02840530819
858	0.02834135267
859	0.02833583832
860	0.02826838387
861	0.02820970535
862	0.02818707148
863	0.02817117055
864	0.02811097039
865	0.02806532966
866	0.02801101896
867	0.02795051575
868	0.02790997399
869	0.02786333296
870	0.02777662489
871	0.02770359887
872	0.02769757165
873	0.02762741513
874	0.02758447859
875	0.02753627777
876	0.02744861815
877	0.02735906813
878	0.02728292677
879	0.02721949683
880	0.02714356316
881	0.02707984924
882	0.02703857846
883	0.02701740689
884	0.02699741787
885	0.02694914924
886	0.02690048854
887	0.02685199738
888	0.02680982378
889	0.02673615138
890	0.02665760676
891	0.02659019894
892	0.02652862549
893	0.02646187676
894	0.02644810359
895	0.02640702566
896	0.0263716295
897	0.0263312361
898	0.02628740946
899	0.02622960832
900	0.02613963233
901	0.02605775621
902	0.02598647224
903	0.02595458984
904	0.02591528998
905	0.02586262173
906	0.02577207353
907	0.0257206281
908	0.02566833072
909	0.02560112
910	0.02555796305
911	0.02555796305
912	0.02548196369
913	0.02545168559
914	0.0254243554
915	0.02537875917
916	0.02534218258
917	0.0252545929
918	0.02516225179
919	0.0251544804
920	0.02509028965
921	0.02503678216
922	0.02496619754
923	0.02491781447
924	0.02488894569
925	0.02482192145
926	0.02478504181
927	0.02474570592
928	0.0246871482
929	0.02466065301
930	0.02459434721
931	0.02455549452
932	0.02450890435
933	0.0245052592
934	0.02446703169
935	0.02444826974
936	0.02440740797
937	0.02436021805
938	0.02432925754
939	0.02427415636
940	0.02425286187
941	0.02417697695
942	0.02415673362
943	0.02414542304
944	0.02411926693
945	0.02408329646
946	0.02401983473
947	0.02398544523
948	0.02393822352
949	0.02388246324
950	0.02383808136
951	0.02380121019
952	0.02376688639
953	0.02375897725
954	0.02374626584
955	0.02368740718
956	0.02366749234
957	0.02362434387
958	0.02356895871
959	0.02354192734
960	0.02352976481
961	0.0234920311
962	0.02347532908
963	0.02346532398
964	0.02337474823
965	0.02332883411
966	0.02325907813
967	0.02321772469
968	0.02317940818
969	0.02317786747
970	0.02313364665
971	0.023088345
972	0.02303599887
973	0.02298951043
974	0.02296741062
975	0.02295867496
976	0.02292486191
977	0.02284367879
978	0.02281117545
979	0.02275431951
980	0.02272742377
981	0.022714475
982	0.02270691978
983	0.02270691766
984	0.02267268075
985	0.02266799079
986	0.02264204237
987	0.02262552049
988	0.02262488471
989	0.02260096656
990	0.02259226905
991	0.0225326644
992	0.02246972402
993	0.02240189658
994	0.0223765013
995	0.0223534584
996	0.02232331806
997	0.02230123732
998	0.02230127123
999	0.02227406396
1000	0.02225934558
1001	0.02224527571
1002	0.02217695872
1003	0.02214091195
1004	0.02209068722
1005	0.02204865774
1006	0.02202799055
1007	0.02202093336
1008	0.02200287077
1009	0.02200287289
1010	0.02200133006
1011	0.02199999068
1012	0.02197521634
1013	0.02195971171
1014	0.02195330726
1015	0.02195269691
1016	0.02192294651
1017	0.02188597785
1018	0.02188598633
1019	0.02188552221
1020	0.02183380551
1021	0.02183285819
1022	0.02182289971
1023	0.02180015352
1024	0.0217455101
1025	0.02171234979
1026	0.02166654163
1027	0.02165638394
1028	0.02164819294
1029	0.02164770338
1030	0.02164082633
1031	0.02162649367
1032	0.02161898083
1033	0.02156244066
1034	0.02150929769
1035	0.02144740211
1036	0.02141153971
1037	0.02135437012
1038	0.02129177517
1039	0.02123895433
1040	0.02120919122
1041	0.02117995792
1042	0.02114613427
1043	0.02113487032
1044	0.02107796987
1045	0.02103121863
1046	0.02098925273
1047	0.02095982446
1048	0.02092482673
1049	0.02089705573
1050	0.02087257385
1051	0.02085133023
1052	0.02080430561
1053	0.020763198
1054	0.02070115407
1055	0.02065479279
1056	0.02060491562
1057	0.02056243261
1058	0.02052052816
1059	0.02046421899
1060	0.02041193644
1061	0.02037900501
1062	0.02034152137
1063	0.02028757731
1064	0.02022783279
1065	0.02020023558
1066	0.02016774284
1067	0.02013877233
1068	0.02008653429
1069	0.02003863864
1070	0.02001095242
1071	0.0199826728
1072	0.01994390064
1073	0.01988419639
1074	0.01984067281
1075	0.01981511434
1076	0.01979811774
1077	0.01975596746
1078	0.01970820533
1079	0.01969191657
1080	0.0196521759
1081	0.01962829166
1082	0.01960070292
1083	0.019581977
1084	0.01955649482
1085	0.01953190698
1086	0.01949562073
1087	0.01946218279
1088	0.01943799549
1089	0.01939615885
1090	0.01938327789
1091	0.01937124464
1092	0.01932688819
1093	0.01929160648
1094	0.0192666414
1095	0.01923046324
1096	0.01920578851
1097	0.01917820401
1098	0.01914621141
1099	0.01912721846
1100	0.01910322825
1101	0.01906998952
1102	0.01905358632
1103	0.01899788327
1104	0.01897175895
1105	0.01894007153
1106	0.01890060637
1107	0.0188780721
1108	0.01884913974
1109	0.01881942537
1110	0.01879554325
1111	0.01875038995
1112	0.01871454663
1113	0.01869909922
1114	0.01864139557
1115	0.01862336053
1116	0.01858677546
1117	0.01857544793
1118	0.01854996575
1119	0.0185279719
1120	0.01849187215
1121	0.01847813076
1122	0.01845729404
1123	0.01842744827
1124	0.01839086956
1125	0.01836951362
1126	0.01834355672
1127	0.01830988566
1128	0.01828888787
1129	0.01826414744
1130	0.01823150847
1131	0.01821669685
1132	0.01817943149
1133	0.01816133923
1134	0.01813285404
1135	0.01810045878
1136	0.01806634267
1137	0.01805748198
1138	0.0180171246
1139	0.01798009661
1140	0.01795668708
1141	0.01793221792
1142	0.01791671329
1143	0.01791181352
1144	0.01788093991
1145	0.01787027571
1146	0.01783162011
1147	0.01780293147
1148	0.01779162937
1149	0.01777295642
1150	0.01774862713
1151	0.017741109
1152	0.01771891806
1153	0.01768245485
1154	0.0176663208
1155	0.01765228801
1156	0.0176339319
1157	0.01760569784
1158	0.01757585949
1159	0.01755615764
1160	0.01754637612
1161	0.01753516515
1162	0.01750292248
1163	0.01746583197
1164	0.01740590201
1165	0.01739803632
1166	0.01735466003
1167	0.01733529091
1168	0.01730616464
1169	0.01727296935
1170	0.01724229177
1171	0.01720959557
1172	0.01717955801
1173	0.01714455605
1174	0.01711861504
1175	0.01710401535
1176	0.01709350056
1177	0.01707882881
1178	0.01705580393
1179	0.01702145153
1180	0.01695506838
1181	0.01692632251
1182	0.01689797719
1183	0.01688097424
1184	0.01687172148
1185	0.016846607
1186	0.01682250553
1187	0.01680556085
1188	0.01677828259
1189	0.01676454438
1190	0.01673845927
1191	0.01671340201
1192	0.0166764005
1193	0.01663859791
1194	0.01658649868
1195	0.01654009183
1196	0.01651419746
1197	0.01648170047
1198	0.01646507263
1199	0.01643977907
1200	0.01642261717
1201	0.01640155792
1202	0.01637241999
1203	0.01634238985
1204	0.01632308324
1205	0.01630229632
1206	0.01627582868
1207	0.01626976119
1208	0.01625496546
1209	0.01624577416
1210	0.01622373263
1211	0.01620785077
1212	0.01618060536
1213	0.01613132689
1214	0.01611598333
1215	0.01611605114
1216	0.01611587101
1217	0.01611580637
1218	0.01608406385
1219	0.01606245889
1220	0.01604126824
1221	0.01600972705
1222	0.01596761492
1223	0.01593768862
1224	0.0159134992
1225	0.01589106242
1226	0.01584871504
1227	0.01583221118
1228	0.01581106398
1229	0.01578727298
1230	0.01575825161
1231	0.01573202663
1232	0.01570309745
1233	0.01568985197
1234	0.01568985303
1235	0.01566900253
1236	0.01564182281
1237	0.01563748466
1238	0.01561393526
1239	0.01557985094
1240	0.01555228233
1241	0.01552344004
1242	0.01551486121
1243	0.01549278471
1244	0.01548154301
1245	0.01547304153
1246	0.01545406977
1247	0.01545398288
1248	0.01545369254
1249	0.01545013852
1250	0.01543854925
1251	0.01540423075
1252	0.01538966285
1253	0.015385579
1254	0.01537168503
1255	0.0153555923
1256	0.01532994058
1257	0.01530001005
1258	0.0152726237
1259	0.01526821348
1260	0.01526138518
1261	0.01524255753
1262	0.01522436884
1263	0.01521042294
1264	0.0152040418
1265	0.01519349204
1266	0.01516335275
1267	0.01513793839
1268	0.01511539989
1269	0.01511543592
1270	0.01510953585
1271	0.01509767532
1272	0.01509764989
1273	0.01508189519
1274	0.01505352232
1275	0.01504008293
1276	0.01502236684
1277	0.01500206629
1278	0.01500138389
1279	0.01500132455
1280	0.01500114123
1281	0.01498300023
1282	0.01496232245
1283	0.01495744705
1284	0.01493412018
1285	0.01490055084
1286	0.01489206102
1287	0.01487793816
1288	0.01485971663
1289	0.01485972404
1290	0.01484281752
1291	0.01484271791
1292	0.01484259711
1293	0.01482689328
1294	0.0148045667
1295	0.01480166435
1296	0.01480148104
1297	0.01479640749
1298	0.01479172177
1299	0.01479168892
1300	0.01476395395
1301	0.01475021786
1302	0.01473229514
1303	0.01472112974
1304	0.01471622467
1305	0.0147041787
1306	0.01468689389
1307	0.01468255149
1308	0.01465432697
1309	0.01462857458
1310	0.01461326387
1311	0.01458261066
1312	0.01456467734
1313	0.01454817348
1314	0.01452294032
1315	0.01450704681
1316	0.01448758443
1317	0.014456039
1318	0.0144456821
1319	0.01443939951
1320	0.01441556931
1321	0.01440296809
1322	0.014388699
1323	0.01437159962
1324	0.01436442799
1325	0.01434879091
1326	0.01433348338
1327	0.01433350245
1328	0.01432276832
1329	0.01429999563
1330	0.0142894321
1331	0.01426608615
1332	0.01424020237
1333	0.01424004449
1334	0.01422678736
1335	0.01421104219
1336	0.0142103672
1337	0.01420054966
1338	0.01418220414
1339	0.014171381
1340	0.01413666513
1341	0.01410127852
1342	0.01407951461
1343	0.01406916512
1344	0.0140518358
1345	0.01404436323
1346	0.01403442807
1347	0.01402882258
1348	0.01401868926
1349	0.01400103781
1350	0.01399124146
1351	0.01398771816
1352	0.01396511926
1353	0.01394592285
1354	0.01393515693
1355	0.01391418669
1356	0.01389252875
1357	0.01387865067
1358	0.0138521809
1359	0.01383314239
1360	0.01380008592
1361	0.01378659566
1362	0.01376921654
1363	0.01376063241
1364	0.0137503412
1365	0.01373888016
1366	0.01373088201
1367	0.01370700942
1368	0.01367963897
1369	0.0136527125
1370	0.01363152504
1371	0.01360850228
1372	0.01357838207
1373	0.01356941965
1374	0.01355531375
1375	0.01352500916
1376	0.01351231151
1377	0.01349147055
1378	0.01344263713
1379	0.01342002975
1380	0.01338534037
1381	0.01336088181
1382	0.01334943983
1383	0.01334497664
1384	0.0133405145
1385	0.01333008024
1386	0.01330391354
1387	0.01329630216
1388	0.01327614466
1389	0.01325215658
1390	0.01324033525
1391	0.01323013624
1392	0.01321134885
1393	0.01317887624
1394	0.0131665304
1395	0.01315246158
1396	0.01312864939
1397	0.01311593797
1398	0.01311589241
1399	0.01310963949
1400	0.01308827718
1401	0.01307945146
1402	0.01307015525
1403	0.01304619153
1404	0.01300752004
1405	0.01297073576
1406	0.01296321127
1407	0.01294818454
1408	0.01292324596
1409	0.01291161537
1410	0.01291159312
1411	0.01288505448
1412	0.01286988152
1413	0.0128505728
1414	0.01283890512
1415	0.01282839669
1416	0.01282834795
1417	0.01282221476
1418	0.01280670272
1419	0.01280668047
1420	0.0127964041
1421	0.01278488371
1422	0.01275961134
1423	0.01275542153
1424	0.01273615943
1425	0.01272341092
1426	0.01271908442
1427	0.01271895938
1428	0.01271896468
1429	0.01271896786
1430	0.01271421962
1431	0.01270057572
1432	0.01268432193
1433	0.01266975827
1434	0.01265645027
1435	0.01264651934
1436	0.01262515704
1437	0.01259575632
1438	0.01259343889
1439	0.01258279377
1440	0.01256332609
1441	0.01256331126
1442	0.0125527615
1443	0.01253845003
1444	0.01252919409
1445	0.01251488368
1446	0.01251199934
1447	0.01249663777
1448	0.01247963376
1449	0.01245769501
1450	0.01244891591
1451	0.01243580924
1452	0.01241828918
1453	0.01240793334
1454	0.01239140193
1455	0.01237339232
1456	0.0123567401
1457	0.01234098858
1458	0.01231946521
1459	0.01229714923
1460	0.01228537454
1461	0.01225393825
1462	0.01223294258
1463	0.01222324689
1464	0.01222323312
1465	0.01219236586
1466	0.01216430028
1467	0.0121492513
1468	0.01213786655
1469	0.01212316937
1470	0.01211553256
1471	0.01210378647
1472	0.01208718724
1473	0.01207371076
1474	0.01206449721
1475	0.01206196679
1476	0.0120479944
1477	0.01201715681
1478	0.01199831963
1479	0.01198520448
1480	0.01197213491
1481	0.01196062618
1482	0.01195153978
1483	0.01194273207
1484	0.01191543155
1485	0.01190294266
1486	0.01188488642
1487	0.01186132537
1488	0.01185565948
1489	0.01184812016
1490	0.01184811486
1491	0.01184384134
1492	0.01184018135
1493	0.01183364656
1494	0.01181394789
1495	0.01181396484
1496	0.01181131363
1497	0.01180955357
1498	0.01179044512
1499	0.01178590139
1500	0.01177534421
1501	0.01175507545
1502	0.01174091339
1503	0.01173036999
